timestamp nodeid seqnumber itemperature ivoltage humidity temperature PAR TSR
1163861254609 15 533 19,66 2,65 42,48 22 108 131
1163861261984 16 533 22,13 2,42 41,27 21,58 101 125
1163861270625 17 533 22,34 2,65 37,09 24,22 12 15
1163861278953 18 533 21,21 2,65 41,02 23,87 71 101
1163861286062 19 533 21,21 2,63 39,61 23,23 26 25
1163861303484 20 533 22,44 2,68 42,16 23,26 1 1
1163861359468 3 534 18,73 2,66 56,24 22,5 21 26
1163861394687 2 534 22,13 2,62 56,44 21,97 9 10
1163861409296 1 534 15,94 2,67 59,09 21,78 10 11
1163861419765 7 535 17,49 2,69 42,93 22,76 72 79
1163861490296 12 534 23,27 2,42 37,88 22,56 1 0
1163861500453 10 534 20,38 2,45 40,81 22,52 1 1
1163861502765 9 534 20,9 2,45 40,64 21,9 1 0
1163861504671 5 535 24,51 2,6 39,28 22,42 91 102
1163861517796 11 534 21,31 2,42 36,87 22,72 1 1
1163861525656 8 535 20,38 2,66 39,48 23 58 68
1163861525812 13 534 21,62 2,62 41,24 21,83 2 2
1163861533906 6 535 17,9 2,66 43,09 22,71 75 85
1163861540703 14 534 17,59 2,44 45,18 21,7 2 2
1163861554625 15 534 19,66 2,65 42,48 21,99 99 117
1163861562015 16 534 22,03 2,42 41,27 21,57 97 115
1163861570656 17 534 22,44 2,65 37,02 24,25 16 15
1163861578984 18 534 21,21 2,65 39,85 23,92 100 104
1163861586093 19 534 21,21 2,63 39,57 23,23 14 20
1163861603515 20 534 22,44 2,68 42,09 23,26 1 1
1163861659500 3 535 18,73 2,66 56,33 22,47 20 23
1163861694703 2 535 22,24 2,62 56,35 21,98 9 10
1163861709312 1 535 15,94 2,67 59,03 21,77 8 10
1163861719781 7 536 17,18 2,69 42,85 22,63 71 78
1163861790328 12 535 23,27 2,43 37,95 22,57 1 1
1163861800468 10 535 20,38 2,45 40,91 22,52 1 1
1163861802781 9 535 20,9 2,45 40,54 21,89 0 1
1163861804703 5 536 24,2 2,6 39,56 22,18 91 105
1163861817828 11 535 21,31 2,42 36,94 22,7 1 1
1163861825687 8 536 20,38 2,66 39,33 22,88 58 67
1163861825843 13 535 21,62 2,62 41,24 21,83 2 2
1163861833937 6 536 17,59 2,66 42,98 22,56 79 87
1163861840718 14 535 17,49 2,44 45,12 21,71 2 2
1163861854640 15 535 19,66 2,65 42,48 21,99 94 131
1163861862031 16 535 22,44 2,42 41,27 21,54 93 125
1163861870687 17 535 22,13 2,65 37,22 24,23 9 9
1163861879015 18 535 21,21 2,65 39,91 23,86 62 59
1163861886125 19 535 21,21 2,63 39,57 23,22 27 30
1163861903546 20 535 22,44 2,68 42,19 23,24 1 1
1163861959515 3 536 18,73 2,66 56,32 22,43 19 25
1163861994750 2 536 22,13 2,62 56,49 21,92 9 10
1163862009343 1 536 15,84 2,67 59,06 21,76 10 11
1163862019812 7 537 17,08 2,69 43,3 22,44 71 79
1163862090343 12 536 23,37 2,42 37,95 22,58 0 0
1163862100515 10 536 20,07 2,45 40,84 22,53 2 1
1163862102812 9 536 20,9 2,45 40,71 21,92 1 1
1163862104734 5 537 24,2 2,6 39,98 21,98 92 107
1163862117843 11 536 21,31 2,42 36,94 22,71 1 1
1163862125703 8 537 20,07 2,66 39,66 22,76 56 66
1163862125859 13 536 21,62 2,62 41,17 21,84 2 2
1163862133968 6 537 17,59 2,66 43,23 22,46 77 87
1163862140750 14 536 17,59 2,44 45,09 21,71 2 2
1163862154671 15 536 19,97 2,65 42,45 22 105 135
1163862162062 16 536 22,44 2,42 41,21 21,56 90 107
1163862170703 17 536 22,44 2,65 37,09 24,22 9 12
1163862179031 18 536 21,21 2,65 39,7 23,83 63 94
1163862186140 19 536 21,21 2,63 39,64 23,2 14 16
1163862203562 20 536 22,44 2,68 42,16 23,24 2 1
1163862259546 3 537 18,83 2,66 56,6 22,42 21 25
1163862294765 2 537 22,13 2,62 56,32 21,98 8 9
1163862309359 1 537 15,94 2,67 59,01 21,82 9 10
1163862319828 7 538 17,18 2,69 43,37 22,47 70 78
1163862390375 12 537 23,37 2,42 37,95 22,59 1 1
1163862400531 10 537 20,38 2,45 40,91 22,53 0 1
1163862402843 9 537 20,9 2,45 40,85 21,94 1 0
1163862404750 5 538 24,09 2,6 40,02 22,05 91 102
1163862417875 11 537 21,31 2,42 37,08 22,73 0 1
1163862425734 8 538 20,07 2,66 39,76 22,82 58 67
1163862425890 13 537 21,62 2,62 41,17 21,84 2 2
1163862433984 6 538 17,9 2,66 43,37 22,5 75 85
1163862440765 14 537 17,59 2,44 45,11 21,67 3 2
1163862454703 15 537 19,66 2,65 42,45 22 107 128
1163862462093 16 537 22,13 2,42 41,27 21,52 92 109
1163862470734 17 537 22,13 2,65 36,88 24,18 11 8
1163862479062 18 537 21,21 2,65 39,97 23,8 86 62
1163862486171 19 537 21,21 2,63 39,57 23,21 27 29
1163862503593 20 537 22,44 2,67 42,22 23,19 1 0
1163862559562 3 538 18,73 2,66 56,57 22,44 21 24
1163862594796 2 538 22,13 2,62 56,28 21,97 9 12
1163862609390 1 538 15,94 2,67 59,12 21,75 9 11
1163862619859 7 539 17,08 2,69 43,18 22,58 71 79
1163862690406 12 538 23,27 2,42 38,01 22,58 1 1
1163862700562 10 538 20,07 2,45 40,97 22,51 1 1
1163862702875 9 538 20,9 2,45 40,78 21,91 0 1
1163862704781 5 539 24,2 2,6 39,66 22,18 90 102
1163862717906 11 538 21,31 2,42 37,01 22,72 1 1
1163862725765 8 539 20,38 2,65 39,77 22,86 59 67
1163862725921 13 538 21,62 2,62 41,2 21,83 2 2
1163862734031 6 539 17,59 2,66 43,41 22,54 75 86
1163862740796 14 538 17,59 2,44 45,12 21,69 2 2
1163862754718 15 538 19,66 2,64 42,49 22,03 108 132
1163862762109 16 538 22,13 2,42 41,24 21,55 92 109
1163862770765 17 538 22,44 2,65 37,12 24,26 10 13
1163862779093 18 538 21,21 2,65 39,84 23,84 71 100
1163862786203 19 538 21,21 2,63 39,64 23,21 14 19
1163862803625 20 538 22,44 2,67 42,12 23,23 1 1
1163862859593 3 539 18,73 2,66 56,62 22,4 19 25
1163862894828 2 539 22,03 2,62 56,44 21,97 9 11
1163862909421 1 539 15,94 2,67 59,09 21,76 9 9
1163862919890 7 540 17,18 2,69 43,15 22,62 70 79
1163862990421 12 539 23,37 2,42 38,02 22,59 0 0
1163863000578 10 539 20,38 2,45 40,91 22,54 1 0
1163863002906 9 539 20,9 2,45 40,64 21,92 1 0
1163863004812 5 540 24,51 2,6 39,53 22,22 93 103
1163863017937 11 539 21,31 2,42 37,04 22,72 2 0
1163863025781 8 540 20,38 2,65 39,74 22,86 57 67
1163863025937 13 539 21,62 2,62 41,24 21,84 2 2
1163863034046 6 540 17,59 2,66 43,37 22,55 74 85
1163863040828 14 539 17,59 2,44 45,12 21,7 2 2
1163863054750 15 539 19,97 2,64 42,42 22,04 99 133
1163863062140 16 539 22,24 2,42 41,18 21,6 96 114
1163863070796 17 539 22,13 2,65 36,81 24,21 11 8
1163863079125 18 539 21,31 2,65 39,43 23,83 96 88
1163863103640 20 539 22,44 2,67 42,19 23,22 1 1
1163863159609 3 540 18,42 2,66 56,56 22,37 18 24
1163863194859 2 540 22,44 2,62 56,49 21,92 9 10
1163863209453 1 540 15,94 2,67 59,11 21,72 10 11
1163863219906 7 541 17,18 2,69 43,12 22,61 71 77
1163863290453 12 540 23,37 2,42 38,01 22,54 1 0
1163863300609 10 540 20,38 2,45 40,94 22,52 1 1
1163863302921 9 540 21,21 2,45 40,31 21,9 1 1
1163863304843 5 541 24,51 2,6 39,47 22,27 92 102
1163863317968 11 540 21,31 2,42 36,97 22,68 1 1
1163863325812 8 541 20,38 2,65 39,81 22,89 58 68
1163863325953 13 540 21,62 2,62 41,17 21,82 1 2
1163863334078 6 541 17,59 2,66 43,28 22,6 75 85
1163863340859 14 540 17,49 2,44 45,11 21,68 2 2
1163863354781 15 540 19,66 2,64 42,42 22 100 120
1163863362171 16 540 22,13 2,42 41,21 21,56 87 120
1163863370812 17 540 22,13 2,65 37,08 24,19 14 16
1163863379140 18 540 21,21 2,65 40,24 23,82 57 82
1163863386265 19 540 21,21 2,63 39,57 23,2 25 19
1163863403671 20 540 22,44 2,67 42,19 23,2 1 1
1163863459640 3 541 18,73 2,66 56,26 22,44 20 24
1163863494890 2 541 22,13 2,62 56,58 21,9 10 11
1163863509468 1 541 15,84 2,67 59,17 21,72 9 11
1163863519937 7 542 17,49 2,69 43,05 22,62 70 79
1163863590484 12 541 23,37 2,42 37,77 22,56 0 0
1163863600640 10 541 20,07 2,45 40,81 22,54 1 0
1163863602953 9 541 20,9 2,45 40,24 21,91 0 1
1163863604875 5 542 24,2 2,6 39,38 22,32 91 104
1163863617984 11 541 21,41 2,42 36,73 22,72 1 1
1163863625843 8 542 20,38 2,65 39,67 22,91 59 67
1163863625984 13 541 21,62 2,62 41,17 21,81 2 2
1163863634093 6 542 17,9 2,66 43,25 22,6 74 84
1163863640890 14 541 17,59 2,44 45,05 21,72 2 2
1163863654796 15 541 19,76 2,64 42,42 22,01 97 113
1163863662203 16 541 22,44 2,42 41,17 21,56 101 125
1163863670843 17 541 22,13 2,65 37,08 24,21 16 16
1163863679171 18 541 21,31 2,65 39,44 23,87 60 90
1163863686281 19 541 21,21 2,63 39,5 23,2 14 15
1163863703703 20 541 22,44 2,67 42,09 23,24 1 1
1163863759656 3 542 18,73 2,66 56,5 22,42 20 25
1163863794906 2 542 22,13 2,62 56,29 21,98 9 9
1163863809500 1 542 15,94 2,67 59,06 21,78 9 11
1163863819968 7 543 17,18 2,68 43,06 22,68 70 79
1163863890515 12 542 23,37 2,42 37,61 22,58 1 0
1163863900656 10 542 20,38 2,45 40,71 22,53 1 1
1163863902984 9 542 21,21 2,45 40,41 21,94 1 0
1163863904906 5 543 24,2 2,59 39,28 22,35 90 103
1163863918000 11 542 21,31 2,42 36,66 22,7 1 0
1163863925859 8 543 20,38 2,65 39,67 22,91 57 66
1163863926015 13 542 21,62 2,62 41,2 21,81 2 2
1163863934125 6 543 17,9 2,65 43,05 22,64 77 85
1163863940906 14 542 17,59 2,44 45,09 21,71 2 2
1163863954828 15 542 19,66 2,64 42,45 21,99 94 116
1163863962218 16 542 22,24 2,42 41,2 21,53 99 119
1163863970875 17 542 22,13 2,65 36,68 24,24 12 9
1163863979203 18 542 21,31 2,65 39,43 23,84 75 104
1163863986312 19 542 21,21 2,63 39,5 23,2 17 14
1163864003718 20 542 22,44 2,67 42,15 23,19 0 1
1163864059687 3 543 18,42 2,66 56,56 22,4 19 26
1163864094937 2 543 22,13 2,62 56,32 21,97 9 11
1163864109515 1 543 15,94 2,67 59,14 21,72 10 11
1163864119984 7 544 17,18 2,68 42,89 22,66 70 78
1163864190531 12 543 23,37 2,42 37,57 22,56 0 1
1163864200703 10 543 20,38 2,45 40,61 22,53 1 1
1163864203015 9 543 21 2,44 40,28 21,94 0 0
1163864204921 5 544 24,51 2,59 39,27 22,28 92 105
1163864218031 11 543 21,41 2,41 36,53 22,7 1 1
1163864225890 8 544 20,38 2,65 39,3 22,9 57 65
1163864226031 13 543 21,62 2,61 41,17 21,82 2 2
1163864234156 6 544 17,59 2,66 42,91 22,55 76 85
1163864240937 14 543 17,59 2,44 45,05 21,7 2 3
1163864254859 15 543 19,66 2,64 42,45 22 98 134
1163864262250 16 543 22,03 2,42 41,2 21,5 97 116
1163864270906 17 543 22,13 2,65 36,88 24,2 11 8
1163864279234 18 543 21,21 2,65 39,43 23,84 55 68
1163864286343 19 543 21,21 2,63 39,54 23,22 19 27
1163864303750 20 543 22,13 2,67 42,15 23,19 1 1
1163864359703 3 544 18,73 2,65 56,32 22,45 21 23
1163864394968 2 544 22,13 2,62 56,47 21,96 8 9
1163864409546 1 544 15,84 2,67 59,17 21,73 9 10
1163864420015 7 545 17,08 2,68 43,29 22,37 68 77
1163864490562 12 544 23,27 2,42 37,54 22,57 0 0
1163864500718 10 544 20,07 2,45 40,51 22,52 1 1
1163864503046 9 544 20,9 2,44 40,24 21,94 1 1
1163864504953 5 545 24,09 2,59 39,98 21,95 91 106
1163864518062 11 544 21,31 2,41 36,49 22,72 1 1
1163864525921 8 545 20,07 2,65 39,59 22,76 57 67
1163864526062 13 544 21,62 2,62 41,17 21,84 2 2
1163864534171 6 545 17,59 2,65 43,1 22,44 75 83
1163864540953 14 544 17,49 2,43 45,11 21,66 2 3
1163864554875 15 544 19,66 2,64 42,39 22 107 131
1163864562281 16 544 22,44 2,41 41,14 21,56 100 123
1163864570921 17 544 22,13 2,65 36,6 24,19 8 10
1163864579250 18 544 21,31 2,65 39,43 23,8 99 104
1163864586359 19 544 21,21 2,63 39,5 23,24 25 30
1163864603781 20 544 22,13 2,67 42,15 23,17 1 1
1163864659734 3 545 18,42 2,65 56,39 22,45 21 24
1163864695000 2 545 22,13 2,62 56,34 21,95 9 11
1163864709562 1 545 15,94 2,67 59,08 21,74 9 10
1163864720046 7 546 16,98 2,68 43,58 22,31 69 77
1163864790593 12 545 23,37 2,42 37,5 22,58 0 1
1163864800750 10 545 20,38 2,45 40,51 22,53 1 1
1163864803062 9 545 20,9 2,44 40,21 21,91 0 1
1163864804984 5 546 24,09 2,59 40,2 21,89 90 100
1163864818093 11 545 21,31 2,41 36,53 22,7 1 1
1163864825953 8 546 20,07 2,65 39,72 22,76 56 66
1163864826093 13 545 21,72 2,61 41,17 21,8 2 1
1163864834203 6 546 17,59 2,65 43,4 22,48 75 85
1163864840984 14 545 17,49 2,43 45,02 21,68 2 3
1163864854906 15 545 19,55 2,64 42,35 22,02 106 131
1163864862296 16 545 22,13 2,41 41,13 21,52 90 106
1163864870953 17 545 22,13 2,65 36,67 24,18 9 11
1163864879281 18 545 21,31 2,65 40 23,8 99 109
1163864886390 19 545 20,9 2,63 39,5 23,19 21 28
1163864903812 20 545 22,44 2,67 42,05 23,18 1 1
1163864959750 3 546 18,73 2,65 56,2 22,43 21 25
1163864995031 2 546 22,13 2,62 56,32 22 9 10
1163865009593 1 546 15,84 2,67 59,06 21,79 9 11
1163865020062 7 547 17,08 2,68 43,27 22,47 70 77
1163865090625 12 546 23,27 2,42 37,47 22,59 0 0
1163865100765 10 546 20,38 2,45 40,44 22,52 1 1
1163865103093 9 546 20,9 2,44 40,24 21,91 0 1
1163865105000 5 547 24,09 2,59 39,69 22,09 91 102
1163865118125 11 546 21,31 2,41 36,53 22,7 1 1
1163865125984 8 547 20,07 2,65 39,73 22,78 57 65
1163865126125 13 546 21,31 2,62 41,1 21,78 2 2
1163865134218 6 547 17,59 2,65 43,43 22,44 77 86
1163865141015 14 546 17,49 2,43 44,98 21,68 2 2
1163865154937 15 546 19,66 2,64 42,32 21,97 104 126
1163865162328 16 546 22,13 2,41 41,1 21,52 94 113
1163865170984 17 546 22,44 2,65 36,88 24,18 15 17
1163865179312 18 546 21,31 2,65 39,97 23,84 55 61
1163865186421 19 546 21,21 2,63 39,36 23,18 24 18
1163865203828 20 546 22,13 2,67 41,99 23,2 2 1
1163865259781 3 547 18,52 2,65 56,57 22,43 21 25
1163865295046 2 547 22,44 2,62 56,34 21,95 8 10
1163865309625 1 547 15,94 2,67 59,09 21,76 10 11
1163865320093 7 548 17,08 2,68 43,14 22,52 70 78
1163865390640 12 547 23,27 2,42 37,47 22,6 1 1
1163865400796 10 547 20,38 2,45 40,44 22,55 1 1
1163865403125 9 547 21,21 2,44 40,24 21,94 0 0
1163865405046 5 548 24,2 2,59 39,46 22,19 93 105
1163865418140 11 547 21,62 2,41 36,53 22,72 1 1
1163865426000 8 548 20,07 2,65 39,73 22,83 58 67
1163865426140 13 547 21,62 2,61 41,1 21,79 2 2
1163865434250 6 548 17,9 2,65 43,3 22,49 74 82
1163865441046 14 547 17,49 2,43 44,98 21,66 2 2
1163865454953 15 547 19,66 2,64 42,25 22 105 126
1163865462343 16 547 22,13 2,41 41,13 21,48 92 124
1163865471000 17 547 22,13 2,65 37,01 24,15 8 11
1163865479343 18 547 21,21 2,65 39,8 23,79 54 64
1163865486437 19 547 20,9 2,63 39,43 23,2 24 30
1163865503859 20 547 22,13 2,67 42,11 23,14 1 1
1163865559796 3 548 18,73 2,65 56,77 22,36 20 25
1163865595078 2 548 22,13 2,62 56,37 21,91 8 10
1163865609640 1 548 15,84 2,66 59,14 21,7 9 10
1163865620125 7 549 17,18 2,68 43,11 22,52 70 78
1163865690671 12 548 23,37 2,42 37,47 22,6 0 0
1163865700828 10 548 20,38 2,45 40,44 22,54 1 1
1163865703156 9 548 21,21 2,44 40,51 21,9 1 1
1163865705062 5 549 24,2 2,59 39,34 22,26 92 105
1163865718171 11 548 21,31 2,41 36,46 22,72 1 1
1163865726031 8 549 20,28 2,65 39,4 22,87 56 65
1163865726156 13 548 21,31 2,61 41,03 21,8 3 2
1163865734281 6 549 17,59 2,65 43,27 22,51 75 86
1163865741062 14 548 17,49 2,43 44,98 21,65 2 2
1163865754984 15 548 19,66 2,64 42,31 21,93 92 118
1163865762375 16 548 22,13 2,41 41,06 21,48 96 113
1163865771031 17 548 22,13 2,65 36,81 24,17 15 13
1163865779359 18 548 21,21 2,65 40,2 23,8 70 99
1163865786484 19 548 21,21 2,63 39,36 23,17 22 29
1163865803875 20 548 22,44 2,67 42,05 23,17 1 1
1163865859828 3 549 18,73 2,65 56,56 22,38 19 22
1163865895109 2 549 22,13 2,62 56,46 21,89 8 9
1163865909671 1 549 15,94 2,66 59,19 21,67 8 10
1163865920140 7 550 17,18 2,68 43,04 22,53 70 79
1163865990687 12 549 23,37 2,42 37,5 22,57 0 0
1163866000859 10 549 20,38 2,45 40,48 22,54 1 1
1163866003187 9 549 20,79 2,44 40,2 21,88 0 0
1163866005093 5 550 24,51 2,59 39,34 22,26 91 103
1163866018203 11 549 21,31 2,41 36,59 22,7 1 1
1163866026046 8 550 20,38 2,65 39,6 22,84 58 67
1163866026203 13 549 21,62 2,61 41,1 21,78 2 2
1163866034312 6 550 17,59 2,65 42,98 22,55 78 86
1163866041093 14 549 17,59 2,43 44,95 21,67 2 2
1163866055015 15 549 19,66 2,64 42,28 21,98 104 124
1163866062406 16 549 22,13 2,41 41,03 21,5 101 124
1163866071062 17 549 22,13 2,65 36,94 24,12 15 16
1163866079390 18 549 21,21 2,65 39,56 23,8 98 110
1163866086500 19 549 21,21 2,63 39,43 23,2 13 18
1163866103906 20 549 22,44 2,67 42,08 23,15 1 1
1163866159843 3 550 18,42 2,65 56,44 22,4 19 22
1163866195140 2 550 22,03 2,62 56,58 21,88 9 10
1163866209703 1 550 15,84 2,66 59,14 21,69 9 12
1163866220171 7 551 17,08 2,68 42,98 22,54 69 79
1163866290718 12 550 23,37 2,42 37,54 22,59 0 1
1163866300890 10 550 20,38 2,45 40,54 22,54 1 1
1163866303218 9 550 21,21 2,44 40,37 21,9 1 0
1163866305109 5 551 24,2 2,59 39,27 22,27 90 102
1163866318234 11 550 21,31 2,41 36,53 22,7 1 1
1163866326078 8 551 20,38 2,65 39,53 22,87 57 67
1163866326218 13 550 21,41 2,61 41 21,78 2 2
1163866334328 6 551 17,9 2,65 43,21 22,52 75 84
1163866341125 14 550 17,49 2,43 44,92 21,67 2 3
1163866355031 15 550 19,55 2,64 42,31 21,94 94 118
1163866362437 16 550 22,44 2,41 41 21,51 100 126
1163866371093 17 550 22,13 2,65 36,94 24,14 8 10
1163866379421 18 550 21,21 2,65 39,46 23,79 64 59
1163866386531 19 550 21,21 2,62 39,36 23,16 20 28
1163866403937 20 550 22,44 2,67 42,01 23,14 1 1
1163866459875 3 551 18,73 2,65 56,66 22,42 18 23
1163866495171 2 551 22,13 2,62 56,29 21,98 9 10
1163866509718 1 551 15,94 2,66 59,06 21,75 10 9
1163866520203 7 552 17,18 2,68 42,98 22,55 70 78
1163866590750 12 551 23,37 2,42 37,61 22,59 0 1
1163866600906 10 551 20,38 2,45 40,54 22,53 1 1
1163866603234 9 551 20,79 2,44 40,27 21,9 0 0
1163866605156 5 552 24,2 2,59 39,2 22,3 91 102
1163866618250 11 551 21,41 2,41 36,66 22,7 1 1
1163866626109 8 552 20,07 2,65 39,56 22,82 58 66
1163866626234 13 551 21,41 2,61 41,03 21,76 2 2
1163866634359 6 552 17,59 2,65 43,08 22,55 75 84
1163866641156 14 551 17,49 2,43 44,91 21,64 3 2
1163866655046 15 551 19,66 2,64 42,25 21,95 95 130
1163866662453 16 551 22,13 2,41 40,99 21,44 101 127
1163866671109 17 551 22,44 2,65 36,57 24,17 16 14
1163866679437 18 551 21,21 2,65 39,43 23,81 81 108
1163866686562 19 551 21,21 2,62 39,36 23,17 27 29
1163866703953 20 551 22,44 2,67 41,98 23,14 1 1
1163866759906 3 552 18,42 2,65 56,66 22,4 21 24
1163866795203 2 552 22,13 2,62 56,31 21,94 9 11
1163866809750 1 552 15,84 2,66 59,17 21,69 8 10
1163866820234 7 553 17,08 2,68 42,92 22,6 70 78
1163866890781 12 552 23,37 2,42 37,68 22,59 1 1
1163866900937 10 552 20,07 2,45 40,64 22,54 1 0
1163866903265 9 552 21,21 2,44 40,44 21,92 0 0
1163866905171 5 553 24,2 2,59 39,2 22,28 93 105
1163866918281 11 552 21,31 2,41 36,66 22,7 1 1
1163866926140 8 553 20,38 2,65 39,56 22,81 57 66
1163866926265 13 552 21,31 2,61 41 21,78 2 2
1163866934390 6 553 17,9 2,65 42,91 22,57 76 84
1163866941171 14 552 17,59 2,43 44,88 21,65 2 3
1163866955078 15 552 19,66 2,64 42,24 21,9 103 134
1163866962484 16 552 22,13 2,41 40,99 21,44 97 116
1163866971140 17 552 22,03 2,65 36,9 24,08 13 16
1163866979468 18 552 20,9 2,64 39,56 23,76 62 59
1163866986593 19 552 21,21 2,62 39,43 23,16 21 28
1163867003984 20 552 22,13 2,67 42,01 23,12 1 1
1163867059921 3 553 18,42 2,65 56,56 22,35 21 25
1163867095218 2 553 22,03 2,62 56,49 21,89 8 9
1163867109765 1 553 15,84 2,66 59,11 21,68 8 9
1163867120250 7 554 17,18 2,68 42,92 22,6 71 77
1163867190796 12 553 23,37 2,42 37,75 22,62 0 0
1163867200953 10 553 20,17 2,44 40,71 22,51 1 0
1163867203296 9 553 20,9 2,44 40,64 21,91 1 1
1163867205203 5 554 24,51 2,59 39,27 22,28 91 103
1163867218312 11 553 21,62 2,41 36,83 22,7 1 1
1163867226156 8 554 20,38 2,65 39,43 22,86 58 67
1163867226296 13 553 21,62 2,61 41,03 21,78 2 2
1163867234421 6 554 17,9 2,65 43,05 22,57 74 83
1163867241203 14 553 17,59 2,43 44,85 21,65 2 2
1163867255109 15 553 19,66 2,64 42,18 21,96 106 134
1163867262515 16 553 22,13 2,41 40,9 21,5 100 125
1163867271171 17 553 22,03 2,65 37,04 24,15 16 15
1163867279500 18 553 21,31 2,64 39,83 23,78 79 60
1163867286609 19 553 20,9 2,62 39,46 23,13 14 16
1163867304015 20 553 22,44 2,67 42,05 23,14 1 1
1163867359937 3 554 18,42 2,65 56,39 22,47 21 26
1163867395250 2 554 22,13 2,61 56,4 21,94 8 10
1163867409796 1 554 15,94 2,66 59,11 21,71 8 10
1163867420265 7 555 17,49 2,68 42,95 22,61 69 78
1163867490828 12 554 23,27 2,42 37,88 22,59 1 0
1163867500984 10 554 20,38 2,44 40,78 22,56 1 1
1163867503312 9 554 21,21 2,44 40,85 21,93 1 1
1163867505234 5 555 24,51 2,59 39,14 22,32 91 102
1163867518328 11 554 21,31 2,41 36,94 22,74 1 0
1163867526187 8 555 20,38 2,65 39,67 22,9 58 66
1163867526312 13 554 21,62 2,61 41,03 21,77 2 2
1163867534437 6 555 17,9 2,65 42,88 22,6 77 86
1163867541234 14 554 17,59 2,43 44,88 21,64 2 2
1163867555125 15 554 19,66 2,64 42,21 21,96 104 134
1163867562546 16 554 22,13 2,41 41 21,48 90 123
1163867571187 17 554 22,13 2,65 36,87 24,13 9 9
1163867579531 18 554 21,21 2,64 39,36 23,78 58 80
1163867604031 20 554 22,13 2,67 42,11 23,12 0 1
1163867659968 3 555 18,73 2,65 56,34 22,38 21 26
1163867695281 2 555 22,13 2,62 56,41 21,97 10 10
1163867709828 1 555 15,84 2,66 59,14 21,73 9 11
1163867720296 7 556 17,18 2,68 42,92 22,61 69 77
1163867790843 12 555 23,37 2,42 37,95 22,62 0 1
1163867801015 10 555 20,07 2,44 40,91 22,54 1 1
1163867803343 9 555 20,9 2,44 40,98 21,94 0 1
1163867805250 5 556 24,51 2,59 39,07 22,33 91 102
1163867818359 11 555 21,21 2,41 37,14 22,69 1 0
1163867826218 8 556 20,38 2,65 39,57 22,85 58 67
1163867826343 13 555 21,62 2,61 41,03 21,77 2 2
1163867834468 6 556 17,9 2,65 43,17 22,54 76 86
1163867841250 14 555 17,49 2,43 44,92 21,66 2 2
1163867855156 15 555 19,66 2,64 42,24 21,91 106 127
1163867862562 16 555 22,24 2,41 40,97 21,5 100 121
1163867871218 17 555 22,13 2,65 37,08 24,12 14 17
1163867879546 18 555 21,31 2,64 39,66 23,77 61 91
1163867904062 20 555 22,44 2,67 42,01 23,14 1 0
1163867959984 3 556 18,73 2,65 56,6 22,43 19 25
1163867995312 2 556 22,03 2,61 56,4 21,92 9 11
1163868009843 1 556 15,94 2,66 59,14 21,71 9 9
1163868020328 7 557 17,18 2,68 42,78 22,6 69 78
1163868090890 12 556 23,37 2,41 38,08 22,59 0 1
1163868101046 10 556 20,38 2,44 40,95 22,57 1 0
1163868103375 9 556 20,9 2,44 40,88 21,94 1 0
1163868105281 5 557 24,51 2,59 39,27 22,24 92 105
1163868118390 11 556 21,31 2,41 37,14 22,71 1 1
1163868126234 8 557 20,28 2,65 39,32 22,8 57 65
1163868126359 13 556 21,62 2,61 41,03 21,74 2 2
1163868134484 6 557 17,59 2,65 42,84 22,54 76 86
1163868141281 14 556 17,59 2,43 44,91 21,64 2 2
1163868155171 15 556 19,66 2,64 42,28 21,92 105 126
1163868162593 16 556 22,13 2,41 41 21,48 87 112
1163868171250 17 556 22,13 2,64 37,05 24,16 16 15
1163868179578 18 556 21,21 2,64 39,63 23,8 92 76
1163868186687 19 556 21,21 2,62 39,43 23,13 17 14
1163868204093 20 556 22,44 2,67 42,05 23,16 1 1
1163868260015 3 557 18,73 2,65 56,66 22,4 20 22
1163868295343 2 557 22,13 2,61 56,34 21,91 10 11
1163868309875 1 557 15,63 2,66 59,17 21,68 10 12
1163868320343 7 558 17,08 2,68 43,19 22,35 70 77
1163868390906 12 557 23,27 2,41 37,95 22,63 0 0
1163868401078 10 557 20,28 2,44 40,91 22,54 1 1
1163868403406 9 557 20,9 2,44 40,71 21,9 1 0
1163868405312 5 558 24,09 2,59 39,77 21,88 90 102
1163868418421 11 557 21,41 2,41 36,97 22,7 1 1
1163868426265 8 558 20,07 2,65 39,52 22,72 57 66
1163868426390 13 557 21,51 2,61 40,96 21,77 1 1
1163868434515 6 558 17,49 2,65 42,96 22,44 77 85
1163868441312 14 557 17,49 2,43 44,91 21,64 2 2
1163868455203 15 557 19,66 2,64 42,24 21,91 98 132
1163868462609 16 557 22,13 2,41 41 21,48 101 125
1163868471281 17 557 22,13 2,65 36,91 24,16 16 16
1163868479609 18 557 21,21 2,64 39,36 23,8 54 65
1163868504109 20 557 22,13 2,67 42,11 23,09 2 1
1163868560031 3 558 18,42 2,65 56,67 22,32 20 23
1163868595359 2 558 22,13 2,61 56,49 21,9 9 11
1163868609906 1 558 15,84 2,66 59,14 21,69 9 10
1163868620375 7 559 16,77 2,68 43,51 22,3 71 79
1163868690937 12 558 23,37 2,41 38,02 22,59 0 0
1163868701093 10 558 20,38 2,44 40,91 22,53 0 1
1163868703437 9 558 20,9 2,44 40,51 21,89 0 1
1163868705343 5 559 23,78 2,59 39,97 21,89 90 102
