timestamp nodeid seqnumber itemperature ivoltage humidity temperature PAR TSR
1163777097187 1 253 17,59 2,8 58,45 23,35 10 11
1163777107515 7 254 17,59 2,81 50,63 22,92 71 80
1163777182890 12 253 24,61 2,55 43,58 23,77 0 0
1163777187890 10 253 21,72 2,57 45,74 23,92 1 1
1163777194859 9 253 22,44 2,56 45,86 23,3 0 1
1163777196906 5 254 24,92 2,73 47,27 22,85 91 105
1163777210234 11 253 22,55 2,54 42,98 23,72 1 1
1163777218156 8 254 20,59 2,79 48,34 23,1 60 69
1163777218734 13 253 21,62 2,74 49,85 21,82 2 2
1163777226531 6 254 18,01 2,79 51,13 22,88 76 87
1163777233250 14 253 17,49 2,57 53,12 21,72 2 2
1163777247578 15 253 18,01 2,77 54,98 19,97 105 128
1163777254609 16 253 21,31 2,53 51,09 20,64 94 127
1163777263015 17 253 23,37 2,78 43,07 25,47 8 11
1163777271406 18 253 22,86 2,79 44,8 25,46 106 105
1163777278406 19 253 22,44 2,76 45,3 24,63 98 123
1163777296234 20 253 24,09 2,81 47,03 24,88 71 82
1163777352890 3 254 19,97 2,79 57,45 23,42 21 24
1163777386750 2 254 23,37 2,75 56,55 23,33 9 11
1163777397218 1 254 17,59 2,8 58,27 23,4 8 11
1163777407546 7 255 17,59 2,81 50,44 22,93 72 82
1163777482906 12 254 24,51 2,54 43,67 23,74 0 0
1163777487921 10 254 21,62 2,57 45,8 23,9 1 1
1163777494890 9 254 22,44 2,56 45,86 23,26 1 1
1163777496937 5 255 24,92 2,73 47,08 22,88 95 107
1163777510250 11 254 22,55 2,54 43,18 23,72 0 1
1163777518187 8 255 20,48 2,78 48,15 23,15 59 68
1163777518765 13 254 21,62 2,74 51,02 21,84 2 2
1163777526562 6 255 18,01 2,79 50,98 22,92 78 86
1163777533296 14 254 17,49 2,57 54,45 21,68 2 2
1163777547593 15 254 18,83 2,77 54,98 21,03 103 136
1163777554640 16 254 21,72 2,53 51,91 21,38 91 109
1163777563046 17 254 23,37 2,78 42,93 25,38 13 10
1163777571421 18 254 22,86 2,79 45,67 25,31 102 119
1163777578437 19 254 22,44 2,76 45,53 24,65 109 113
1163777596265 20 254 24,09 2,81 47,19 24,86 76 85
1163777652906 3 255 19,66 2,79 57,45 23,42 21 24
1163777686781 2 255 23,68 2,75 56,55 23,36 9 9
1163777697234 1 255 17,49 2,8 58,31 23,41 9 12
1163777707562 7 256 17,59 2,81 50,25 22,99 72 80
1163777782937 12 255 24,51 2,55 43,68 23,77 0 0
1163777787937 10 255 21,72 2,57 45,9 23,92 1 1
1163777794921 9 255 22,44 2,56 45,86 23,28 1 0
1163777796953 5 256 24,92 2,73 46,83 22,92 95 108
1163777810281 11 255 22,44 2,54 43,11 23,73 1 0
1163777818203 8 256 20,48 2,78 47,82 23,11 59 67
1163777818796 13 255 21,62 2,74 50,69 21,92 2 2
1163777826593 6 256 18,01 2,79 50,84 22,88 79 87
1163777833312 14 255 17,59 2,57 54,07 21,83 2 2
1163777847625 15 255 19,25 2,77 53,25 21,58 100 118
1163777854656 16 255 22,13 2,53 50,72 21,73 89 112
1163777863062 17 255 23,68 2,78 42,97 25,5 13 16
1163777871453 18 255 22,86 2,79 44,58 25,52 65 94
1163777878468 19 255 22,44 2,76 45,33 24,65 140 155
1163777896281 20 255 24,2 2,81 47,01 24,93 98 110
1163777952937 3 256 19,55 2,79 57,72 23,39 21 26
1163777986812 2 256 23,68 2,75 56,61 23,34 8 10
1163777997265 1 256 17,7 2,8 58,43 23,4 9 11
1163778007593 7 257 17,59 2,81 50,16 23 71 79
1163778082968 12 256 24,61 2,54 43,68 23,76 1 0
1163778087968 10 256 21,62 2,57 45,87 23,94 2 1
1163778094953 9 256 22,44 2,56 45,89 23,26 1 0
1163778096984 5 257 24,92 2,72 46,67 22,96 95 107
1163778110312 11 256 22,55 2,54 43,11 23,71 1 1
1163778118234 8 257 20,48 2,78 47,83 23,12 59 67
1163778118812 13 256 21,72 2,74 50,44 21,98 3 2
1163778126609 6 257 18,01 2,78 50,75 22,87 77 85
1163778133343 14 256 17,9 2,57 53,73 21,86 2 3
1163778147640 15 256 19,25 2,77 52,66 21,78 98 134
1163778154671 16 256 22,44 2,53 50,29 21,84 102 126
1163778163093 17 256 23,68 2,78 42,3 25,5 12 10
1163778171484 18 256 22,55 2,79 46,11 25,35 102 118
1163778178500 19 256 22,55 2,76 45,3 24,67 93 117
1163778196312 20 256 24,09 2,81 46,98 24,95 92 90
1163778286843 2 257 23,68 2,75 56,58 23,38 9 11
1163778297296 1 257 17,59 2,8 58,49 23,41 10 11
1163778307625 7 258 17,9 2,81 50,03 23,02 73 81
1163778383000 12 257 24,61 2,54 43,74 23,77 0 0
1163778387984 10 257 21,72 2,57 45,91 23,94 1 1
1163778394984 9 257 22,44 2,56 45,86 23,28 0 1
1163778397015 5 258 25,02 2,72 46,6 22,91 92 103
1163778410343 11 257 22,55 2,54 43,24 23,72 1 1
1163778418265 8 258 20,48 2,78 47,67 23,13 59 68
1163778418843 13 257 21,72 2,74 49,72 21,84 2 2
1163778426640 6 258 18,01 2,78 50,62 22,9 76 86
1163778433359 14 257 17,9 2,57 52,91 21,82 2 2
1163778447671 15 257 18,42 2,77 53,79 20,5 101 134
1163778454718 16 257 21,72 2,53 50,31 21 102 127
1163778463125 17 257 23,68 2,78 42,54 25,46 14 11
1163778471515 18 257 22,55 2,79 46,1 25,3 101 119
1163778478515 19 257 22,55 2,76 45,07 24,64 104 152
1163778496343 20 257 24,2 2,81 46,82 24,97 77 86
1163778552984 3 258 19,66 2,79 57,66 23,38 19 25
1163778586859 2 258 23,68 2,75 56,55 23,38 9 11
1163778597312 1 258 17,59 2,8 58,49 23,4 9 10
1163778607640 7 259 17,7 2,81 49,9 23,02 73 80
1163778683015 12 258 24,51 2,54 43,74 23,75 1 0
1163778688015 10 258 21,72 2,57 45,91 23,94 1 1
1163778695000 9 258 22,44 2,56 45,86 23,3 0 0
1163778697031 5 259 25,02 2,72 46,51 23,01 94 106
1163778710359 11 258 22,44 2,54 43,21 23,72 1 1
1163778718281 8 259 20,48 2,78 47,45 23,21 60 68
1163778718875 13 258 21,62 2,74 50,48 21,77 3 3
1163778726671 6 259 18,01 2,78 50,56 22,9 77 88
1163778733390 14 258 17,49 2,57 53,98 21,67 2 2
1163778747703 15 258 18,32 2,77 55,45 20,69 108 134
1163778754750 16 258 21,62 2,53 52,14 21,2 94 113
1163778763156 17 258 23,37 2,78 42,77 25,44 13 16
1163778771531 18 258 22,86 2,78 44,21 25,51 80 66
1163778778546 19 258 22,44 2,76 44,87 24,64 140 171
1163778796359 20 258 24,09 2,81 46,87 24,91 76 81
1163778853000 3 259 19,66 2,79 57,6 23,39 20 25
1163778886890 2 259 23,68 2,75 56,58 23,38 9 11
1163778897343 1 259 17,59 2,8 58,49 23,42 9 10
1163778907671 7 260 17,9 2,81 49,51 22,94 72 80
1163778983046 12 259 24,61 2,54 43,71 23,78 1 0
1163778988031 10 259 21,62 2,57 45,78 23,95 2 1
1163778995031 9 259 22,44 2,56 45,89 23,27 1 1
1163778997062 5 260 24,92 2,72 46,62 22,78 92 104
1163779010390 11 259 22,55 2,54 43,08 23,75 1 1
1163779018312 8 260 20,79 2,78 46,54 23,24 59 67
1163779018890 13 259 21,72 2,74 50,36 21,88 2 2
1163779026703 6 260 18,01 2,78 49,99 22,94 78 87
1163779033421 14 259 17,59 2,57 53,75 21,77 1 2
1163779047718 15 259 19,14 2,77 53,15 21,5 94 126
1163779054765 16 259 22,13 2,52 50,59 21,7 102 126
1163779063171 17 259 23,37 2,78 42,53 25,42 13 9
1163779071562 18 259 22,86 2,78 45,2 25,45 94 118
1163779078562 19 259 22,44 2,76 45,13 24,64 99 125
1163779096390 20 259 24,09 2,81 46,72 24,97 76 104
1163779153031 3 260 19,55 2,79 57,81 23,37 19 25
1163779186921 2 260 23,68 2,75 56,58 23,39 9 11
1163779197359 1 260 17,59 2,8 58,4 23,42 10 12
1163779207703 7 261 17,49 2,81 49,78 22,78 72 81
1163779283078 12 260 24,51 2,54 43,65 23,78 1 1
1163779288062 10 260 21,62 2,57 45,78 23,94 1 1
1163779300062 9 260 22,44 2,56 45,86 23,3 0 0
1163779300406 11 260 22,55 2,54 43,24 23,72 1 1
1163779302093 5 261 24,61 2,72 46,53 22,57 91 104
1163779323343 8 261 20,48 2,78 46,6 23,16 57 66
1163779323453 14 260 17,7 2,57 53,48 21,84 2 2
1163779323921 13 260 21,62 2,74 50,12 21,94 2 2
1163779326718 6 261 18,01 2,78 49,91 22,84 78 86
1163779352750 15 260 19,35 2,77 52,37 21,74 100 118
1163779354796 16 260 22,44 2,52 50,01 21,83 99 119
1163779363203 17 260 23,37 2,78 42,51 25,57 9 11
1163779371593 18 260 22,86 2,78 44,84 25,51 64 86
1163779396421 20 260 24,09 2,81 46,62 24,99 75 104
1163779453046 3 261 19,66 2,78 57,78 23,38 19 21
1163779486937 2 261 23,68 2,75 56,59 23,4 10 11
1163779497390 1 261 17,59 2,8 58,62 23,44 9 10
1163779507718 7 262 17,49 2,81 50,42 22,79 70 79
1163779583093 12 261 24,51 2,54 43,68 23,76 1 0
1163779588093 10 261 21,72 2,57 45,81 23,96 1 0
1163779600093 9 261 22,13 2,56 45,86 23,31 1 0
1163779600453 11 261 22,55 2,54 43,04 23,74 0 1
1163779602125 5 262 24,51 2,72 47,37 22,58 93 104
1163779623359 8 262 20,48 2,78 47,25 23,16 59 67
1163779623468 14 261 17,59 2,57 53,04 21,84 2 3
1163779623953 13 261 21,72 2,74 49,64 21,99 2 2
1163779626750 6 262 17,9 2,78 50,5 22,92 77 87
1163779652765 15 261 19,14 2,77 52,35 21,18 96 113
1163779654812 16 261 22,03 2,52 49,5 21,36 97 119
1163779663234 17 261 23,58 2,78 42,13 25,46 8 10
1163779671625 18 261 22,55 2,78 44,97 25,49 61 76
1163779678625 19 261 22,55 2,76 44,88 24,72 99 143
1163779696437 20 261 24,2 2,81 46,75 24,99 96 104
1163779753078 3 262 19,66 2,78 57,46 23,49 21 25
1163779786968 2 262 23,68 2,75 56,47 23,42 8 10
1163779797406 1 262 17,59 2,8 58,35 23,5 9 10
1163779807750 7 263 17,49 2,81 50,09 22,94 72 80
1163779883125 12 262 24,51 2,54 43,65 23,78 1 0
1163779888125 10 262 21,72 2,57 45,81 23,94 1 1
1163779895125 9 262 22,44 2,56 45,86 23,3 1 0
1163779897140 5 263 24,92 2,72 46,9 22,74 94 107
1163779910468 11 262 22,55 2,54 43,11 23,75 1 1
1163779918390 8 263 20,48 2,78 47,63 23,12 59 67
1163779918968 13 262 21,31 2,74 49,83 21,7 2 2
1163779926765 6 263 18,11 2,78 50,4 22,92 77 85
1163779933500 14 262 17,49 2,57 53,5 21,54 2 3
1163779947796 15 262 18,01 2,76 56,22 20,3 94 123
1163779954843 16 262 21,31 2,52 52,77 20,77 100 123
1163779963265 17 262 23,37 2,78 41,99 25,4 11 8
1163779971656 18 262 22,65 2,78 45,08 25,32 81 66
1163779978656 19 262 22,44 2,76 45,59 24,59 91 111
1163779996468 20 262 24,2 2,81 46,61 24,9 80 107
1163780053093 3 263 19,86 2,78 57,35 23,54 21 26
1163780087015 2 263 23,58 2,75 56,44 23,43 9 10
1163780097437 1 263 17,9 2,8 58,23 23,51 9 10
1163780107781 7 264 17,9 2,81 49,93 22,95 71 79
1163780183156 12 263 24,51 2,54 43,58 23,78 0 1
1163780188156 10 263 21,72 2,57 45,81 23,93 1 1
1163780195140 9 263 22,44 2,56 45,86 23,31 0 0
1163780197171 5 264 24,92 2,72 46,59 22,83 92 103
1163780210500 11 263 22,44 2,54 42,85 23,77 1 1
1163780218437 8 264 20,48 2,78 47,47 23,14 59 69
1163780219000 13 263 21,72 2,74 50,1 21,84 2 2
1163780226796 6 264 18,01 2,78 50,37 22,94 77 85
1163780233531 14 263 17,59 2,57 53,56 21,73 2 3
1163780247812 15 263 19,14 2,77 53,1 21,37 106 133
1163780254875 16 263 22,13 2,52 50,51 21,56 101 125
1163780263281 17 263 23,27 2,78 41,95 25,36 15 17
1163780271671 18 263 22,86 2,78 46,11 25,34 61 72
1163780278687 19 263 22,13 2,76 45,06 24,58 106 108
1163780296500 20 263 24,09 2,81 46,96 24,8 94 94
1163780353125 3 264 19,97 2,78 57,49 23,5 20 24
1163780387031 2 264 23,58 2,75 56,41 23,43 8 9
1163780397468 1 264 17,59 2,8 58,07 23,5 10 11
1163780407796 7 265 17,59 2,81 49,81 23,02 71 80
1163780483171 12 264 24,61 2,54 43,62 23,8 1 1
1163780488187 10 264 21,72 2,57 45,74 23,96 1 1
1163780495187 9 264 22,44 2,56 45,86 23,26 0 1
1163780497203 5 265 24,92 2,72 46,5 22,87 91 104
1163780510515 11 264 22,44 2,54 43,11 23,75 1 1
1163780518453 8 265 20,38 2,78 47,6 23,14 58 67
1163780519015 13 264 21,62 2,74 49,89 21,89 2 2
1163780526828 6 265 18,01 2,78 50,3 22,9 76 86
1163780533546 14 264 17,59 2,57 53,29 21,81 2 3
1163780547843 15 264 19,14 2,76 52,29 21,64 108 133
1163780554906 16 264 22,13 2,52 49,9 21,72 101 122
1163780563312 17 264 23,37 2,78 42,32 25,31 12 16
1163780571703 18 264 22,55 2,78 44,12 25,31 96 75
1163780578718 19 264 22,55 2,75 45,12 24,56 131 170
1163780596515 20 264 24,2 2,81 46,9 24,84 80 87
1163780653140 3 265 19,66 2,78 57,64 23,46 20 25
1163780687062 2 265 23,68 2,75 56,5 23,43 9 10
1163780697484 1 265 17,59 2,8 58,13 23,48 9 11
1163780707828 7 266 17,59 2,81 49,68 22,98 72 81
1163780783203 12 265 24,51 2,54 43,58 23,8 1 1
1163780788203 10 265 21,62 2,57 45,71 23,97 1 1
1163780795203 9 265 22,44 2,56 45,86 23,3 1 1
1163780797234 5 266 25,02 2,72 46,27 22,87 94 108
1163780810546 11 265 22,55 2,54 43,05 23,76 1 1
1163780818468 8 266 20,48 2,78 47,37 23,14 58 67
1163780819046 13 265 21,62 2,74 49,67 21,96 2 2
1163780826843 6 266 18,01 2,78 50,24 22,92 78 88
1163780833578 14 265 17,59 2,56 53,07 21,84 2 2
1163780847875 15 265 19,55 2,76 51,86 21,74 95 115
1163780854921 16 265 22,13 2,52 49,59 21,84 102 126
1163780863328 17 265 23,27 2,78 41,88 25,26 14 12
1163780871718 18 265 22,55 2,78 46,11 25,35 78 109
1163780878734 19 265 22,13 2,76 44,96 24,59 136 168
1163780896546 20 265 24,09 2,81 46,86 24,8 67 75
1163780953171 3 266 19,76 2,78 57,97 23,44 21 25
1163780987093 2 266 23,37 2,75 56,5 23,43 8 11
1163780997515 1 266 17,59 2,8 58,44 23,52 10 11
1163781007843 7 267 17,59 2,81 49,62 23,04 72 81
1163781083234 12 266 24,61 2,54 43,65 23,77 0 0
1163781088234 10 266 21,72 2,57 45,71 23,97 1 1
1163781095234 9 266 22,44 2,56 45,86 23,29 1 1
1163781097265 5 267 24,92 2,72 46,24 22,94 94 104
1163781110578 11 266 22,44 2,54 43,11 23,76 1 1
1163781118500 8 267 20,79 2,78 47,28 23,19 59 67
1163781119078 13 266 21,62 2,74 49,48 21,97 2 2
1163781126875 6 267 18,01 2,78 50,18 22,93 76 84
1163781133593 14 266 17,59 2,56 52,86 21,9 2 2
1163781147890 15 266 19,45 2,76 51,53 21,87 107 135
1163781154953 16 266 22,44 2,52 49,43 21,84 92 108
1163781163359 17 266 23,27 2,78 42,37 25,21 13 16
1163781171765 18 266 22,55 2,78 44,28 25,28 63 85
1163781178765 19 266 22,44 2,75 44,73 24,6 122 167
1163781196578 20 266 24,2 2,81 46,73 24,84 64 83
1163781287109 2 267 23,68 2,75 56,47 23,46 8 11
1163781297546 1 267 17,9 2,79 58,23 23,54 10 11
1163781307875 7 268 17,59 2,81 49,53 23,08 71 79
1163781383250 12 267 24,51 2,54 43,55 23,79 1 1
1163781388250 10 267 21,72 2,57 45,71 23,98 1 1
1163781395265 9 267 22,44 2,56 45,77 23,32 1 0
1163781397281 5 268 24,92 2,72 46,12 22,95 92 106
1163781410609 11 267 22,44 2,54 42,98 23,76 2 1
1163781418531 8 268 20,79 2,78 47,19 23,2 58 67
1163781419093 13 267 21,72 2,74 48,47 21,81 2 2
1163781426906 6 268 18,32 2,78 50,09 22,97 77 85
1163781433625 14 267 17,29 2,56 51,94 21,59 2 2
1163781447921 15 267 17,9 2,76 55,28 19,92 104 135
1163781454968 16 267 20,9 2,52 52,26 20,48 88 120
1163781463390 17 267 23,37 2,78 42,44 25,18 15 12
1163781471781 18 267 22,55 2,78 44,81 25,25 90 115
1163781478781 19 267 22,44 2,75 44,76 24,56 134 136
1163781496593 20 267 23,78 2,8 46,66 24,73 75 103
1163781553218 3 268 19,66 2,78 57,59 23,52 21 25
1163781587140 2 268 23,58 2,74 56,35 23,45 9 10
1163781597562 1 268 17,59 2,79 58,32 23,53 10 10
1163781607906 7 269 17,59 2,81 49,43 23,08 73 80
1163781683281 12 268 24,51 2,54 43,51 23,78 0 1
1163781688281 10 268 22,03 2,57 45,62 23,98 1 1
1163781695296 9 268 22,44 2,56 45,86 23,27 0 1
1163781697312 5 269 25,02 2,72 45,86 23,02 94 107
1163781710640 11 268 22,44 2,54 43,04 23,74 1 1
1163781718546 8 269 20,48 2,78 47,06 23,22 60 68
1163781719109 13 268 21,72 2,74 49,91 21,81 2 2
1163781726921 6 269 18,01 2,78 50,03 23 76 86
1163781733656 14 268 17,49 2,56 53,54 21,6 3 2
1163781747953 15 268 18,73 2,76 53,3 21,23 108 134
1163781755000 16 268 22,03 2,52 50,5 21,47 98 128
1163781763421 17 268 22,96 2,78 42,13 25,14 15 13
1163781771812 18 268 22,55 2,78 44,48 25,23 61 72
1163781778812 19 268 22,44 2,75 44,79 24,53 97 135
1163781796625 20 268 23,78 2,8 46,82 24,73 78 106
1163781853234 3 269 19,66 2,78 57,34 23,52 21 25
1163781887171 2 269 23,68 2,74 56,35 23,48 8 11
1163781897593 1 269 17,9 2,79 58,3 23,57 10 11
1163781907921 7 270 17,59 2,81 49,31 23,15 71 79
1163781983312 12 269 24,61 2,54 43,48 23,8 1 1
1163781988312 10 269 21,72 2,57 45,58 23,99 1 1
1163781995312 9 269 22,44 2,56 45,86 23,28 1 1
1163781997343 5 270 25,02 2,72 45,96 23 91 103
1163782010656 11 269 22,44 2,54 42,85 23,76 1 1
1163782018578 8 270 20,48 2,78 47,06 23,24 60 67
1163782019140 13 269 21,62 2,74 49,72 21,84 2 2
1163782026953 6 270 18,32 2,78 49,93 22,98 77 84
1163782033671 14 269 17,59 2,56 53,18 21,72 2 2
1163782047968 15 269 19,25 2,76 52,13 21,6 102 121
1163782055031 16 269 22,13 2,52 49,74 21,72 102 124
1163782063453 17 269 23,27 2,77 41,89 25,1 12 9
1163782071843 18 269 22,55 2,78 45,53 25,22 85 114
1163782078843 19 269 22,44 2,75 44,76 24,56 139 168
1163782096656 20 269 23,78 2,8 46,89 24,75 93 111
1163782153265 3 270 19,66 2,78 57,29 23,55 19 26
1163782187203 2 270 23,68 2,74 56,38 23,47 9 10
1163782197625 1 270 18,01 2,79 58,24 23,57 10 11
1163782207953 7 271 17,59 2,81 49,09 22,93 71 80
1163782283328 12 270 24,51 2,54 43,45 23,77 1 0
1163782288343 10 270 21,72 2,57 45,52 24 1 1
1163782295343 9 270 22,44 2,56 45,83 23,28 0 0
1163782297375 5 271 24,92 2,72 46,15 22,69 91 105
1163782310687 11 270 22,65 2,54 42,91 23,77 1 1
1163782318609 8 271 20,48 2,78 46,21 23,19 59 69
1163782319171 13 270 21,72 2,73 49,41 21,91 2 2
1163782326968 6 271 18,32 2,78 49,48 22,97 78 87
1163782333718 14 270 17,59 2,56 52,88 21,83 2 3
1163782348000 15 270 19,25 2,76 51,67 21,69 107 135
1163782355046 16 270 22,44 2,52 49,33 21,8 88 116
1163782363468 17 270 23,27 2,78 41,99 25,06 16 14
1163782371859 18 270 22,44 2,78 44,26 25,13 60 90
1163782378859 19 270 22,24 2,75 44,98 24,42 23 16
1163782396671 20 270 23,78 2,8 46,77 24,62 1 1
1163782453296 3 271 20,07 2,78 57,38 23,58 19 25
1163782487234 2 271 23,78 2,74 56,24 23,55 10 11
1163782497640 1 271 17,9 2,79 58,28 23,62 9 11
1163782507984 7 272 17,49 2,81 49,33 22,78 71 79
1163782583359 12 271 24,51 2,54 43,51 23,78 1 1
1163782588359 10 271 21,72 2,57 45,55 24 2 1
1163782595375 9 271 22,44 2,56 45,73 23,31 1 0
1163782597390 5 272 24,61 2,72 46,45 22,5 93 107
1163782610703 11 271 22,55 2,54 42,92 23,78 1 1
1163782618640 8 272 20,48 2,77 46,43 23,13 58 67
1163782619187 13 271 21,72 2,73 49,19 21,96 2 2
1163782627000 6 272 18,01 2,78 49,59 22,84 79 88
1163782633734 14 271 17,59 2,56 52,69 21,84 2 2
1163782648015 15 271 19,55 2,76 51,25 21,84 108 134
1163782655078 16 271 22,44 2,52 49,05 21,85 101 122
1163782663515 17 271 22,96 2,77 42,06 25,09 11 14
1163782671890 18 271 22,44 2,78 44 25,14 99 101
1163782678906 19 271 22,13 2,75 44,98 24,41 15 23
1163782696703 20 271 23,78 2,8 46,7 24,58 1 1
1163782753312 3 272 19,66 2,78 57,41 23,57 19 22
1163782787265 2 272 23,78 2,74 56,27 23,55 9 11
1163782797671 1 272 17,9 2,79 58,34 23,61 9 10
1163782808000 7 273 17,59 2,81 49,74 22,99 72 79
1163782883390 12 272 24,51 2,54 43,51 23,79 1 0
1163782895390 9 272 22,44 2,56 45,76 23,29 1 0
1163782897421 5 273 24,61 2,72 46,82 22,62 95 105
1163782910734 11 272 22,55 2,54 42,98 23,76 1 1
1163782918656 8 273 20,59 2,77 47,66 23,11 59 68
1163782919218 13 272 21,62 2,73 49 21,97 2 2
1163782927031 6 273 18,01 2,78 50,11 22,89 77 85
1163782933765 14 272 17,9 2,56 52,44 21,84 2 2
1163782948046 15 272 19,14 2,76 51,62 21,11 106 136
1163782955109 16 272 22,03 2,52 49,02 21,36 89 106
1163782963531 17 272 23,27 2,77 42,56 25,08 9 9
1163782971921 18 272 22,44 2,78 44,2 25,18 99 104
1163782996718 20 272 23,78 2,8 46,61 24,58 1 1
1163783053328 3 273 19,76 2,78 57,62 23,56 19 22
1163783087281 2 273 23,68 2,74 56,33 23,54 9 11
1163783097703 1 273 17,7 2,79 57,88 23,61 10 11
1163783108031 7 274 17,59 2,81 49,56 23,04 70 79
1163783183421 12 273 24,51 2,54 43,52 23,8 1 0
1163783188421 10 273 21,72 2,57 45,65 23,96 1 1
1163783195421 9 273 22,44 2,56 45,76 23,3 1 0
1163783197453 5 274 25,02 2,72 46,36 22,81 94 107
1163783210765 11 273 22,44 2,54 42,92 23,78 1 1
1163783218687 8 274 20,48 2,77 47,18 23,16 59 68
1163783219250 13 273 21,62 2,73 48,88 21,74 2 2
1163783227062 6 274 18,32 2,78 49,99 22,91 79 85
1163783233781 14 273 17,49 2,56 52,47 21,6 2 2
1163783248078 15 273 18,11 2,76 55,17 20,43 94 124
1163783255125 16 273 21,31 2,52 51,72 20,88 90 108
1163783263562 17 273 22,96 2,77 42,32 25,07 16 16
1163783271937 18 273 22,44 2,78 46,08 25,09 84 110
1163783278953 19 273 22,13 2,75 44,57 24,35 28 29
1163783296750 20 273 23,68 2,8 46,69 24,46 1 0
1163783353359 3 274 19,97 2,78 57,59 23,53 21 24
1163783387312 2 274 23,78 2,74 56,3 23,53 9 11
1163783397718 1 274 17,9 2,79 58,25 23,62 10 11
1163783408062 7 275 17,49 2,81 49,46 23,06 70 80
1163783483437 12 274 24,51 2,54 43,45 23,8 0 1
1163783488453 10 274 21,72 2,56 45,58 23,97 1 1
1163783495453 9 274 22,13 2,56 45,7 23,33 0 0
1163783497484 5 275 25,02 2,72 46,2 22,84 94 106
1163783510796 11 274 22,44 2,53 42,85 23,77 1 1
1163783518718 8 275 20,59 2,77 47,12 23,17 60 68
1163783519265 13 274 21,62 2,73 49,47 21,84 2 2
1163783527078 6 275 18,01 2,77 49,99 22,96 79 87
1163783533812 14 274 17,59 2,56 52,99 21,73 2 3
1163783548109 15 274 19,14 2,76 52,33 21,47 108 134
1163783555171 16 274 22,03 2,52 49,76 21,62 94 111
1163783563593 17 274 23,27 2,77 42,44 25,16 13 11
1163783571968 18 274 22,44 2,77 45,72 25,16 96 86
1163783596781 20 274 23,68 2,8 46,69 24,48 1 1
1163783653375 3 275 19,66 2,78 57,53 23,52 19 21
1163783687343 2 275 23,78 2,74 56,24 23,54 10 10
1163783697750 1 275 18,01 2,79 58,61 23,62 10 10
1163783708078 7 276 17,9 2,81 49,31 23,12 73 81
1163783783468 12 275 24,61 2,54 43,42 23,81 1 0
1163783795484 9 275 22,44 2,56 45,76 23,28 1 1
1163783797515 5 276 25,02 2,71 45,92 22,94 94 105
1163783810828 11 275 22,55 2,53 42,78 23,78 1 1
1163783818750 8 276 20,48 2,77 46,89 23,12 59 70
1163783819296 13 275 21,72 2,73 49,32 21,93 2 2
1163783827109 6 276 18,01 2,77 49,83 22,95 78 85
1163783833843 14 275 17,49 2,56 52,79 21,83 2 2
1163783848125 15 275 19,25 2,76 51,64 21,72 107 128
1163783855187 16 275 22,44 2,52 49,27 21,8 97 128
1163783863609 17 275 23,27 2,77 42 25,13 16 14
1163783872000 18 275 22,44 2,77 45,66 25,17 90 69
1163783879015 19 275 22,13 2,75 44,97 24,36 19 27
1163783896812 20 275 23,68 2,8 46,72 24,48 1 1
1163783953406 3 276 19,66 2,78 57,66 23,56 19 22
1163783987375 2 276 23,68 2,74 56,33 23,55 9 11
1163783997765 1 276 17,9 2,79 58,4 23,63 9 10
1163784008109 7 277 17,59 2,8 48,98 23,05 71 80
1163784083484 12 276 24,61 2,54 43,32 23,8 1 1
1163784088500 10 276 21,72 2,56 45,45 24 1 1
1163784095515 9 276 22,44 2,56 45,6 23,33 1 1
1163784097531 5 277 24,92 2,71 45,82 22,7 96 107
1163784110843 11 276 22,44 2,53 42,68 23,79 1 1
1163784118765 8 277 20,48 2,77 45,85 23,23 58 68
1163784119312 13 276 21,62 2,73 49,13 21,97 2 2
1163784127140 6 277 18,21 2,77 49,48 22,92 79 87
1163784133859 14 276 17,9 2,56 52,6 21,84 2 2
1163784148156 15 276 19,25 2,76 51,21 21,84 96 131
1163784155203 16 276 22,44 2,52 48,99 21,84 95 113
1163784163640 17 276 23,27 2,77 42,07 25,16 8 11
1163784172015 18 276 22,44 2,77 44,5 25,15 60 90
1163784179031 19 276 22,13 2,75 44,91 24,39 28 28
1163784196828 20 276 23,37 2,8 46,6 24,5 1 1
1163784253421 3 277 19,97 2,78 57,44 23,56 20 23
1163784287390 2 277 23,78 2,74 56,3 23,55 10 11
1163784297796 1 277 17,9 2,79 58,49 23,64 9 11
1163784308140 7 278 17,49 2,8 49,21 22,81 71 79
1163784383515 12 277 24,61 2,54 43,32 23,82 1 0
1163784393531 10 277 21,72 2,56 45,45 23,99 1 1
1163784395546 9 277 22,44 2,56 45,57 23,34 1 0
1163784397562 5 278 24,61 2,71 46,07 22,57 93 104
1163784410875 11 277 22,55 2,53 42,72 23,8 1 1
1163784418796 8 278 20,38 2,77 45,97 23,13 58 67
1163784419343 13 277 21,82 2,73 48,85 22,01 2 2
1163784427171 6 278 18,32 2,77 49,31 22,86 77 85
1163784433890 14 277 17,59 2,56 52,25 21,84 2 2
1163784448171 15 277 19,25 2,76 51,17 21,3 95 129
1163784455234 16 277 22,24 2,52 48,58 21,46 92 110
1163784463671 17 277 23,27 2,77 42,14 25,2 8 10
1163784472046 18 277 22,55 2,77 44,26 25,13 54 61
1163784496859 20 277 23,78 2,8 46,57 24,52 1 1
1163784553453 3 278 19,97 2,78 57,54 23,58 21 25
